id,pitch_tag,rhythm_tag,mode,beat,key_signature
2548,"['E', 'E', 'D', 'E', 'E', 'D', 'C', 'LA', 'E', 'A', 'G', 'D', 'E', 'D', 'E', 'E', 'G', 'E', 'D', 'C', 'D', 'E', 'G', 'A', 'A', 'A', 'G', 'D', 'E', 'C', 'E', 'D', 'C', 'LA']","[0.375, 0.125, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.25, 0.375, 0.125, 0.5, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5, 0.25, 0.125, 0.125, 0.25, 0.25, 0.1875, 0.0625, 0.125, 0.125, 0.5]",Ckey,2/4,Treble
2549,"['HC', 'A', 'G', 'A', 'HC', 'HD', 'HC', 'A', 'HC', 'HC', 'HD', 'HC', 'A', 'G', 'A', 'G', 'D', 'E', 'E', 'E', 'D', 'E', 'G', 'E', 'G', 'A', 'HC', 'A', 'HC', 'HD', 'HE', 'HD', 'HC', 'G', 'A']","[0.25, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.125, 0.125, 0.1875, 0.0625, 0.125, 0.125, 0.5, 0.375, 0.125, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.25, 0.125, 0.125, 0.25, 0.25, 0.125, 0.125, 0.25, 0.5]",Ckey,2/4,Treble
2551,"['E', 'D', 'E', 'G', 'A', 'E', 'D', 'E', 'G', 'A', 'G', 'HC', 'A', 'HC', 'A', 'G', 'D', 'C', 'LA', 'E', 'G', 'A', 'G', 'C', 'E', 'C', 'D', 'C', 'D', 'E', 'G', 'A', 'E', 'G', 'HC', 'A']","[0.25, 0.125, 0.125, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5, 0.25, 0.25, 0.1875, 0.0625, 0.125, 0.125, 0.25, 0.25, 0.5, 0.375, 0.125, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.25, 0.25, 0.5]",Ckey,2/4,Treble
2552,"['E', 'E', 'A', 'A', 'G', 'E', 'G', 'A', 'E', 'A', 'E', 'D', 'E', 'C', 'D', 'G', 'E', 'E', 'A', 'G', 'E', 'D', 'E', 'G', 'D', 'E', 'D', 'E', 'D', 'E', 'G', 'A', 'HC', 'HD', 'HC', 'A']","[0.25, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.25, 0.125, 0.125, 0.375, 0.125, 0.25, 0.125, 0.125, 0.5, 0.125, 0.125, 0.125, 0.125, 0.375, 0.125, 0.25, 0.125, 0.125, 0.5, 0.25, 0.1875, 0.0625, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5]",Ckey,2/4,Treble
2553,"['E', 'G', 'A', 'G', 'E', 'D', 'E', 'C', 'G', 'HC', 'A', 'G', 'E', 'D', 'E', 'G', 'D', 'E', 'G', 'E', 'G', 'A', 'HC', 'HD', 'HC', 'A', 'G', 'E', 'G', 'A', 'G', 'A', 'HC']","[0.25, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.1875, 0.0625, 0.5, 0.375, 0.125, 0.25, 0.125, 0.125, 0.25, 0.25, 0.5, 0.25, 0.125, 0.125, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5]",Ckey,2/4,Treble
2555,"['HC', 'HD', 'HD', 'HE', 'HC', 'HD', 'HC', 'A', 'G', 'A', 'HC', 'A', 'G', 'A', 'G', 'E', 'A', 'HC', 'B', 'A', 'G', 'A', 'G', 'E', 'E', 'D', 'E', 'G', 'A', 'A', 'G', 'A', 'E', 'G', 'A']","[0.25, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.375, 0.125, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.1875, 0.0625, 0.125, 0.125, 0.5]",Ckey,2/4,Treble
2556,"['G', 'HC', 'HC', 'HD', 'HD', 'HC', 'A', 'A', 'G', 'HC', 'A', 'G', 'D', 'A', 'G', 'E', 'D', 'E', 'G', 'E', 'G', 'A', 'HC', 'HD', 'HC', 'HD', 'HC', 'A', 'E', 'G', 'E', 'G', 'A']","[0.25, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.375, 0.125, 0.25, 0.125, 0.125, 0.25, 0.25, 0.5, 0.25, 0.125, 0.125, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5]",Ckey,2/4,Treble
2559,"['E', 'E', 'A', 'E', 'D', 'C', 'LB', 'C', 'LB', 'LA', 'E', 'E', 'B', 'A', 'G', 'D', 'E', 'F', 'E', 'E', 'B', 'HC', 'B', 'A', 'G', 'F', 'E', 'D', 'C', 'E', 'F', 'E', 'D', 'C', 'D', 'C', 'LB', 'LA']","[0.25, 0.25, 0.375, 0.125, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.25, 0.25, 0.375, 0.125, 0.125, 0.125, 0.125, 0.125, 0.5, 0.25, 0.1875, 0.0625, 0.375, 0.125, 0.125, 0.125, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5]",Ckey,2/4,Treble
2560,"['E', 'A', 'A', 'E', 'HC', 'B', 'A', 'HD', 'HC', 'B', 'A', 'G', 'F', 'E', 'D', 'E', 'D', 'A', 'G', 'F', 'E', 'F', 'E', 'D', 'C', 'E', 'A', 'HC', 'A', 'B', 'HC', 'B', 'A']","[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.5, 0.375, 0.125, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5, 0.375, 0.125, 0.25, 0.25, 0.1875, 0.0625, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5]",Ckey,2/4,Treble
2561,"['A', 'E', 'A', 'E', 'B', 'HC', 'B', 'A', 'A', 'E', 'F', 'E', 'D', 'C', 'D', 'E', 'A', 'A', 'B', 'HC', 'HD', 'HE', 'HC', 'HD', 'HC', 'A', 'B', 'A', 'E', 'A', 'G', 'A']","[0.25, 0.25, 0.25, 0.25, 0.25, 0.1875, 0.0625, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.125, 0.125, 0.25, 0.25, 0.5]",Ckey,2/4,Treble
2563,"['A', 'E', 'B', 'A', 'HC', 'B', 'HC', 'A', 'A', 'A', 'G', 'F', 'E', 'D', 'F', 'E', 'E', 'D', 'E', 'A', 'B', 'HC', 'B', 'HC', 'HD', 'HE', 'HD', 'HC', 'B', 'A', 'HC', 'B', 'A']","[0.25, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.375, 0.125, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.25, 0.125, 0.125, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.25, 0.125, 0.125, 0.25, 0.25, 0.25, 0.25, 0.5]",Ckey,2/4,Treble
2564,"['E', 'E', 'A', 'E', 'B', 'HC', 'B', 'A', 'B', 'HC', 'B', 'A', 'G', 'E', 'E', 'F', 'E', 'D', 'E', 'A', 'A', 'G', 'F', 'E', 'D', 'E', 'B', 'HC', 'A', 'HD', 'HC', 'B', 'A']","[0.25, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.375, 0.125, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5, 0.375, 0.125, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5]",Ckey,2/4,Treble
2565,"['A', 'E', 'A', 'B', 'HC', 'HD', 'HC', 'A', 'D', 'E', 'F', 'A', 'G', 'F', 'G', 'E', 'A', 'B', 'HC', 'A', 'B', 'HC', 'HD', 'HC', 'B', 'A', 'B', 'HD', 'HC', 'B', 'HC', 'A']","[0.25, 0.25, 0.375, 0.125, 0.25, 0.125, 0.125, 0.5, 0.375, 0.125, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.5, 0.25, 0.125, 0.125, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5]",Ckey,2/4,Treble
2566,"['A', 'B', 'HC', 'A', 'B', 'HC', 'B', 'A', 'HE', 'HD', 'HC', 'A', 'G', 'F', 'E', 'D', 'E', 'E', 'D', 'E', 'F', 'G', 'A', 'B', 'HC', 'HD', 'HC', 'B', 'A', 'G', 'E', 'B', 'HC', 'A']","[0.25, 0.25, 0.25, 0.25, 0.1875, 0.0625, 0.25, 0.5, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5, 0.25, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.25, 0.5, 0.25, 0.125, 0.125, 0.25, 0.25, 0.25, 0.25, 0.5]",Ckey,2/4,Treble
2567,"['E', 'A', 'HC', 'A', 'B', 'HC', 'B', 'A', 'D', 'A', 'G', 'F', 'E', 'D', 'C', 'D', 'E', 'E', 'B', 'HC', 'B', 'A', 'G', 'F', 'E', 'D', 'C', 'D', 'A', 'G', 'B', 'HC', 'HD', 'HC', 'B', 'A']","[0.25, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.25, 0.25, 0.1875, 0.0625, 0.25, 0.25, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.5, 0.25, 0.125, 0.125, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5]",Ckey,2/4,Treble
2568,"['A', 'A', 'B', 'HD', 'HC', 'B', 'A', 'B', 'HC', 'HD', 'HC', 'B', 'A', 'E', 'F', 'D', 'E', 'F', 'G', 'F', 'E', 'D', 'C', 'E', 'A', 'B', 'A', 'HC', 'HD', 'HC', 'B', 'A']","[0.375, 0.125, 0.25, 0.25, 0.25, 0.25, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.5, 0.375, 0.125, 0.25, 0.25, 0.1875, 0.0625, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5]",Ckey,2/4,Treble
2569,"['E', 'E', 'A', 'A', 'B', 'HC', 'A', 'A', 'B', 'HC', 'B', 'A', 'G', 'D', 'E', 'F', 'E', 'E', 'E', 'A', 'A', 'G', 'A', 'B', 'B', 'A', 'B', 'HD', 'HC', 'A', 'B', 'HC', 'A']","[0.25, 0.25, 0.375, 0.125, 0.25, 0.25, 0.5, 0.25, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.5, 0.1875, 0.0625, 0.125, 0.125, 0.25, 0.25, 0.25, 0.25, 0.5]",Ckey,2/4,Treble
2570,"['LA', 'LA', 'C', 'C', 'E', 'E', 'A', 'G', 'A', 'E', 'LA', 'LA', 'C', 'E', 'D', 'F', 'G', 'F', 'E', 'D', 'E', 'E', 'A', 'A', 'B', 'HC', 'B', 'A', 'G', 'F', 'E', 'D', 'E', 'B', 'A', 'B', 'HC', 'B', 'A']","[0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.25, 0.1875, 0.0625, 0.5, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.375, 0.125, 0.5]",Ckey,2/4,Treble
2571,"['A', 'G', 'A', 'G', 'F', 'E', 'D', 'C', 'E', 'B', 'B', 'A', 'HC', 'A', 'G', 'A', 'E', 'A', 'G', 'F', 'E', 'D', 'E', 'G', 'F', 'E', 'D', 'E', 'C', 'E', 'A', 'B', 'E', 'A', 'B', 'HC', 'A']","[0.25, 0.25, 0.25, 0.125, 0.125, 0.375, 0.125, 0.5, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.375, 0.125, 0.5, 0.25, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.125, 0.125, 0.1875, 0.0625, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5]",Ckey,2/4,Treble
2572,"['LA', 'E', 'D', 'E', 'E', 'D', 'C', 'LB', 'LA', 'LA', 'E', 'D', 'E', 'C', 'D', 'E', 'A', 'G', 'F', 'E', 'D', 'F', 'E', 'D', 'C', 'E', 'B', 'A', 'HD', 'HC', 'B', 'HC', 'A']","[0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.25, 0.375, 0.125, 0.5, 0.25, 0.1875, 0.0625, 0.25, 0.25, 0.375, 0.125, 0.25, 0.25, 0.25, 0.125, 0.125, 0.25, 0.25, 0.375, 0.125, 0.5]",Ckey,2/4,Treble
2573,"['E', 'E', 'A', 'A', 'G', 'F', 'E', 'D', 'E', 'LA', 'E', 'E', 'C', 'D', 'E', 'C', 'D', 'A', 'B', 'HC', 'B', 'A', 'A', 'F', 'E', 'D', 'C', 'E', 'D', 'E', 'G', 'E', 'B', 'HC', 'A']","[0.25, 0.25, 0.25, 0.25, 0.1875, 0.0625, 0.125, 0.125, 0.5, 0.375, 0.125, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.5, 0.25, 0.125, 0.125, 0.25, 0.25, 0.25, 0.25, 0.5]",Ckey,2/4,Treble
2574,"['LA', 'E', 'D', 'C', 'E', 'D', 'C', 'LB', 'C', 'LA', 'E', 'D', 'E', 'A', 'G', 'D', 'F', 'E', 'E', 'D', 'A', 'E', 'G', 'F', 'E', 'D', 'C', 'LA', 'LB', 'C', 'D', 'F', 'E', 'D', 'C', 'LB', 'LA']","[0.25, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5, 0.25, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.125, 0.125, 0.5]",Ckey,2/4,Treble
2575,"['E', 'E', 'D', 'E', 'C', 'D', 'LB', 'LA', 'E', 'A', 'G', 'D', 'F', 'E', 'D', 'E', 'B', 'B', 'HC', 'A', 'G', 'F', 'E', 'D', 'C', 'E', 'A', 'E', 'D', 'C', 'LB', 'LA']","[0.125, 0.125, 0.25, 0.5, 0.125, 0.125, 0.25, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.25, 0.25, 0.25, 0.25, 0.375, 0.125, 0.25, 0.25, 0.5]",Ckey,2/4,Treble
2577,"['A', 'B', 'HC', 'A', 'B', 'HC', 'A', 'E', 'A', 'G', 'F', 'E', 'D', 'C', 'E', 'A', 'E', 'F', 'E', 'D', 'C', 'D', 'LB', 'LA', 'LB', 'C', 'D', 'E', 'A', 'E', 'D', 'C', 'LB', 'LA']","[0.25, 0.25, 0.375, 0.125, 0.25, 0.25, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.1875, 0.0625, 0.5, 0.25, 0.25, 0.25, 0.125, 0.125, 0.25, 0.25, 0.5, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5]",Ckey,2/4,Treble
2649,"['E', 'D', 'E', 'G', 'A', 'E', 'D', 'E', 'G', 'A', 'HC', 'A', 'G', 'G', 'D', 'E', 'D', 'E', 'G', 'C', 'E', 'D', 'G', 'E', 'G', 'B', 'A', 'A', 'HC', 'HC', 'A', 'G', 'G', 'D', 'LA', 'C']","[0.25, 0.125, 0.125, 0.375, 0.125, 0.25, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5, 0.375, 0.125, 0.125, 0.125, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.25, 0.25, 0.5]",Ckey,4/4,Treble
2655,"['HE', 'HD', 'HC', 'B', 'HC', 'HD', 'HC', 'B', 'A', 'G', 'A', 'HC', 'B', 'A', 'G', 'D', 'E', 'F', 'E', 'E', 'A', 'B', 'A', 'G', 'F', 'E', 'D', 'E', 'C', 'E', 'A', 'B', 'G', 'A']","[0.25, 0.25, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.5, 0.375, 0.125, 0.25, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.25, 0.1875, 0.0625, 0.125, 0.125, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 1.0]",Ckey,4/4,Treble
2656,"['E', 'E', 'A', 'A', 'HC', 'B', 'HC', 'A', 'E', 'D', 'A', 'G', 'E', 'C', 'D', 'E', 'B', 'HC', 'A', 'G', 'F', 'E', 'D', 'C', 'E', 'D', 'G', 'E', 'B', 'A']","[0.25, 0.25, 0.25, 0.25, 0.25, 0.1875, 0.0625, 0.5, 0.25, 0.25, 0.25, 0.125, 0.125, 0.25, 0.25, 0.5, 0.5, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5, 0.375, 0.125, 0.25, 0.25, 0.5, 0.5]",Ckey,4/4,Treble
2658,"['E', 'G', 'A', 'B', 'A', 'HC', 'B', 'A', 'E', 'E', 'D', 'E', 'F', 'E', 'D', 'C', 'D', 'E', 'B', 'HC', 'B', 'A', 'G', 'F', 'E', 'D', 'C', 'D', 'E', 'B', 'HC', 'B', 'HC', 'A']","[0.5, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5, 0.375, 0.125, 0.125, 0.125, 0.25, 0.1875, 0.0625, 0.125, 0.125, 0.5, 0.375, 0.125, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5, 0.5, 0.25, 0.25, 0.25, 0.125, 0.125, 0.5]",Ckey,4/4,Treble
2659,"['HC', 'A', 'B', 'HC', 'HC', 'B', 'A', 'G', 'D', 'G', 'F', 'E', 'D', 'E', 'A', 'B', 'HC', 'HD', 'HE', 'HE', 'HD', 'HC', 'A', 'G', 'F', 'E', 'D', 'E', 'B', 'A']","[0.5, 0.5, 0.125, 0.125, 0.125, 0.125, 0.5, 0.5, 0.5, 0.125, 0.125, 0.125, 0.125, 0.5, 0.5, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.25, 0.125, 0.125, 0.25, 0.25, 0.5, 0.5]",Ckey,4/4,Treble
2660,"['C', 'D', 'E', 'D', 'C', 'D', 'E', 'D', 'E', 'G', 'F', 'E', 'F', 'G', 'F', 'E', 'D', 'C']","[0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5]",Ckey,2/4,Treble
2661,"['G', 'A', 'G', 'F', 'G', 'G', 'F', 'G', 'A', 'F', 'G', 'F', 'E', 'D', 'C', 'D', 'F', 'E', 'C', 'D', 'LB', 'C']","[0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5]",Ckey,2/4,Treble
2662,"['C', 'C', 'D', 'E', 'G', 'G', 'HC', 'HC', 'A', 'HC', 'A', 'G', 'HC', 'HC', 'HD', 'HC', 'A', 'HC', 'A', 'G', 'E', 'G', 'E', 'D', 'C', 'C']","[0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25]",Ckey,2/4,Treble
2663,"['C', 'LB', 'LA', 'LB', 'C', 'LB', 'C', 'LB', 'D', 'F', 'E', 'C', 'LB', 'LA', 'LG', 'LA', 'LB', 'C', 'E', 'D', 'LB', 'C']","[0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5]",Ckey,2/4,Treble
2664,"['HE', 'HC', 'HD', 'B', 'HC', 'A', 'B', 'A', 'HC', 'B', 'B', 'A', 'B', 'HE', 'HC', 'HD', 'B', 'HC', 'A', 'B', 'A', 'HC', 'B', 'B', 'A']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.25, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5]",Ckey,2/4,Treble
2665,"['HC', 'HD', 'HE', 'HD', 'HE', 'HF', 'HE', 'HD', 'HC', 'B', 'HC', 'HD', 'HE', 'HE', 'HF', 'HG', 'HF', 'HE', 'HD', 'HC', 'B', 'B', 'HD', 'HE', 'HD', 'HC']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.5, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.5]",Ckey,2/4,Treble
2666,"['G', 'HC', 'B', 'HC', 'HD', 'HC', 'B', 'A', 'HC', 'A', 'B', 'G', 'G', 'B', 'G', 'HC', 'HE', 'HG', 'HE', 'HD', 'HF', 'HE', 'HD', 'HE', 'HC', 'B', 'HD', 'G', 'B', 'HC']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.25, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.25]",Ckey,2/4,Treble
2667,"['HC', 'G', 'E', 'C', 'E', 'G', 'C', 'E', 'G', 'HC', 'HC', 'F', 'A', 'A', 'A', 'E', 'G', 'G', 'G', 'D', 'F', 'E', 'D', 'C', 'HC', 'G', 'E', 'C', 'E', 'G', 'C', 'E', 'G', 'HC', 'HC', 'F', 'A', 'A', 'A', 'E', 'G', 'G', 'G', 'D', 'F', 'E', 'D', 'C', 'HC', 'HC', 'B', 'HD', 'G', 'HD', 'HD', 'HC', 'HE', 'G', 'F', 'A', 'A', 'A', 'E', 'G', 'G', 'G', 'D', 'F', 'E', 'D', 'C']","[0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.5, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.5, 0.25, 0.25, 0.125, 0.125, 0.25, 0.25, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.5]",Ckey,2/4,Treble
2668,"['G', 'A', 'HC', 'HD', 'A', 'G', 'E', 'G', 'D', 'E', 'D', 'C', 'A', 'HC', 'E', 'G', 'A', 'E', 'G', 'A', 'G', 'E', 'A', 'G', 'A', 'G', 'E', 'A', 'G', 'G', 'A', 'HC', 'HD', 'A', 'G', 'E', 'G', 'D', 'E', 'G', 'C', 'E', 'D', 'C', 'E', 'D', 'A', 'HC', 'A', 'HC', 'A', 'HC', 'A', 'HC', 'HD', 'A', 'G']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.5, 0.125, 0.125, 0.125, 0.125, 0.5, 0.125, 0.125, 0.125, 0.125, 0.5, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5, 0.125, 0.125, 0.125, 0.125, 0.5, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.5]",Ckey,2/4,Treble
2669,"['C', 'D', 'E', 'F', 'G', 'F', 'E', 'D', 'E', 'G', 'F', 'E', 'D', 'C', 'D', 'E', 'G', 'E', 'D', 'C']","[0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.5]",Ckey,2/4,Bass
2670,"['G', 'G', 'A', 'A', 'G', 'A', 'G', 'F', 'E', 'F', 'G', 'G', 'A', 'A', 'G', 'A', 'G', 'F', 'E', 'F', 'E', 'E', 'D', 'D', 'C', 'C', 'D', 'E', 'E', 'D', 'D', 'C']","[0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.5]",Ckey,2/4,Bass
2671,"['E', 'E', 'F', 'D', 'D', 'E', 'C', 'C', 'D', 'D', 'LB', 'LB', 'C', 'C', 'E', 'E', 'D', 'E', 'G', 'G', 'F', 'C', 'E', 'E', 'D', 'E', 'G', 'G', 'F', 'E', 'E', 'F', 'D', 'D', 'E', 'C', 'C', 'D', 'D', 'LB', 'LB', 'C']","[0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.25, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.25]",Ckey,2/4,Bass
2672,"['HC', 'HC', 'HC', 'HE', 'HC', 'HC', 'G', 'G', 'G', 'HC', 'G', 'G', 'E', 'E', 'F', 'A', 'G', 'G', 'G', 'A', 'B', 'HC']","[0.25, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.125, 0.125, 0.5]",Ckey,2/4,Bass
